"Population by Educational Attainment","Number"
"Beginners",""
"Female","244"
"Male","279"
"Graduate and Equivalent",""
"Female","57"
"Male","152"
"Intermediate and Equivalent",""
"Female","273"
"Male","320"
"Level not Stated",""
"Female","16"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","1678"
"Male","1542"
"Non Formal Education",""
"Female","185"
"Male","167"
"Others",""
"Female","0"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","58"
"Primary Education (1-5 Class)",""
"Female","2597"
"Male","2810"
"Secondary Level (Class 9-10)",""
"Female","1022"
"Male","967"
"SLC and Equivalent",""
"Female","774"
"Male","822"
