"Population by Educational Attainment","Number"
"Beginners",""
"Female","464"
"Male","525"
"Graduate and Equivalent",""
"Female","2"
"Male","56"
"Intermediate and Equivalent",""
"Female","99"
"Male","257"
"Level not Stated",""
"Female","9"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","689"
"Male","997"
"Non Formal Education",""
"Female","438"
"Male","462"
"Others",""
"Female","1"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","10"
"Primary Education (1-5 Class)",""
"Female","2873"
"Male","3311"
"Secondary Level (Class 9-10)",""
"Female","310"
"Male","512"
"SLC and Equivalent",""
"Female","169"
"Male","306"
