"Population by Educational Attainment","Number"
"Beginners",""
"Female","400"
"Male","472"
"","872"
"Graduate and Equivalent",""
"Female","25"
"Male","107"
"","132"
"Intermediate and Equivalent",""
"Female","290"
"Male","323"
"","613"
"Level not Stated",""
"Female","31"
"Male","21"
"","52"
"Lower Secondary (Class 6-8)",""
"Female","1997"
"Male","1723"
"","3720"
"Non Formal Education",""
"Female","728"
"Male","359"
"","1087"
"Others",""
"Female","6"
"Male","8"
"","14"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","34"
"","40"
"Primary Education (1-5 Class)",""
"Female","4247"
"Male","4160"
"","8407"
"Secondary Level (Class 9-10)",""
"Female","753"
"Male","784"
"","1537"
"SLC and Equivalent",""
"Female","673"
"Male","687"
"","1360"
