"Population by Educational Attainment","Number"
"Beginners",""
"Female","587"
"Male","653"
"Graduate and Equivalent",""
"Female","131"
"Male","222"
"Intermediate and Equivalent",""
"Female","479"
"Male","632"
"Level not Stated",""
"Female","42"
"Male","50"
"Lower Secondary (Class 6-8)",""
"Female","3127"
"Male","3090"
"Non Formal Education",""
"Female","783"
"Male","797"
"Others",""
"Female","20"
"Male","19"
"Post Graduate Equivalent and Above",""
"Female","15"
"Male","66"
"Primary Education (1-5 Class)",""
"Female","5399"
"Male","6199"
"Secondary Level (Class 9-10)",""
"Female","1395"
"Male","1389"
"SLC and Equivalent",""
"Female","997"
"Male","1196"
