"Population by Educational Attainment","Number"
"Beginners",""
"Female","149"
"Male","116"
"Graduate and Equivalent",""
"Female","40"
"Male","108"
"Intermediate and Equivalent",""
"Female","319"
"Male","273"
"Level not Stated",""
"Female","25"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","954"
"Male","1085"
"Non Formal Education",""
"Female","291"
"Male","285"
"Others",""
"Female","7"
"Male","12"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","32"
"Primary Education (1-5 Class)",""
"Female","1929"
"Male","2137"
"Secondary Level (Class 9-10)",""
"Female","547"
"Male","642"
"SLC and Equivalent",""
"Female","320"
"Male","347"
