"Population by Educational Attainment","Number"
"Beginners",""
"Female","1018"
"Male","1201"
"","2219"
"Graduate and Equivalent",""
"Female","464"
"Male","932"
"","1396"
"Intermediate and Equivalent",""
"Female","1552"
"Male","2188"
"","3740"
"Level not Stated",""
"Female","165"
"Male","139"
"","304"
"Lower Secondary (Class 6-8)",""
"Female","5613"
"Male","7936"
"","13549"
"Non Formal Education",""
"Female","468"
"Male","578"
"","1046"
"Others",""
"Female","38"
"Male","34"
"","72"
"Post Graduate Equivalent and Above",""
"Female","61"
"Male","240"
"","301"
"Primary Education (1-5 Class)",""
"Female","12245"
"Male","15345"
"","27590"
"Secondary Level (Class 9-10)",""
"Female","3101"
"Male","4506"
"","7607"
"SLC and Equivalent",""
"Female","2709"
"Male","4013"
"","6722"
