"Population by Caste Ethinicity","Number"
"Amat",""
"Female","11"
"Male","16"
"","27"
"Badhaee",""
"Female","147"
"Male","149"
"","296"
"Bangali",""
"Female","23"
"Male","35"
"","58"
"Baraee",""
"Female","169"
"Male","193"
"","362"
"Bhote",""
"Female","14"
"Male","13"
"","27"
"Bin",""
"Female","318"
"Male","336"
"","654"
"Brahman - Hill",""
"Female","7162"
"Male","6533"
"","13695"
"Brahman - Tarai",""
"Female","284"
"Male","322"
"","606"
"Chamar/ Harijan/ Ram",""
"Female","1140"
"Male","1215"
"","2355"
"Chepang /Praja",""
"Female","28"
"Male","33"
"","61"
"Chhetri",""
"Female","4670"
"Male","4483"
"","9153"
"Dalit Others",""
"Female","84"
"Male","68"
"","152"
"Damai/Dholi",""
"Female","185"
"Male","179"
"","364"
"Danuwar",""
"Female","205"
"Male","170"
"","375"
"Dhanuk",""
"Female","1131"
"Male","1253"
"","2384"
"Dhobi",""
"Female","188"
"Male","192"
"","380"
"Dhunia",""
"Female","43"
"Male","31"
"","74"
"Dom",""
"Female","26"
"Male","30"
"","56"
"Dusadh/ Pasawan/ Pasi",""
"Female","1559"
"Male","1580"
"","3139"
"Foreigner",""
"Female","6"
"Male","11"
"","17"
"Ghale",""
"Female","188"
"Male","135"
"","323"
"Gharti/Bhujel",""
"Female","82"
"Male","95"
"","177"
"Gurung",""
"Female","376"
"Male","353"
"","729"
"Hajam/Thakur",""
"Female","342"
"Male","380"
"","722"
"Halkhor",""
"Female","42"
"Male","52"
"","94"
"Halwai",""
"Female","36"
"Male","44"
"","80"
"Jhangad/ Dhagar",""
"Female","368"
"Male","350"
"","718"
"Kahar",""
"Female","17"
"Male","14"
"","31"
"Kalwar",""
"Female","1193"
"Male","1339"
"","2532"
"Kami",""
"Female","634"
"Male","633"
"","1267"
"Kanu",""
"Female","1026"
"Male","1215"
"","2241"
"Kathabaniyan",""
"Female","201"
"Male","245"
"","446"
"Kayastha",""
"Female","227"
"Male","229"
"","456"
"Kewat",""
"Female","17"
"Male","26"
"","43"
"Khatwe",""
"Female","8"
"Male","9"
"","17"
"Koiri/Kushwaha",""
"Female","613"
"Male","741"
"","1354"
"Kumal",""
"Female","57"
"Male","54"
"","111"
"Kumhar",""
"Female","67"
"Male","78"
"","145"
"Kurmi",""
"Female","675"
"Male","756"
"","1431"
"Limbu",""
"Female","68"
"Male","57"
"","125"
"Lohar",""
"Female","170"
"Male","165"
"","335"
"Magar",""
"Female","2072"
"Male","2090"
"","4162"
"Majhi",""
"Female","168"
"Male","150"
"","318"
"Mali",""
"Female","38"
"Male","38"
"","76"
"Mallaha",""
"Female","1474"
"Male","1638"
"","3112"
"Marwadi",""
"Female","21"
"Male","31"
"","52"
"Musahar",""
"Female","1110"
"Male","1108"
"","2218"
"Musalman",""
"Female","6844"
"Male","7000"
"","13844"
"Natuwa",""
"Female","12"
"Male","9"
"","21"
"Newar",""
"Female","1555"
"Male","1502"
"","3057"
"Nuniya",""
"Female","154"
"Male","188"
"","342"
"Others",""
"Female","53"
"Male","25"
"","78"
"Pahari",""
"Female","8"
"Male","8"
"","16"
"Punjabi/Sikh",""
"Female","6"
"Male","7"
"","13"
"Rai",""
"Female","298"
"Male","277"
"","575"
"Rajbhar",""
"Female","11"
"Male","3"
"","14"
"Rajput",""
"Female","202"
"Male","270"
"","472"
"Sanyasi/Dasnami",""
"Female","499"
"Male","508"
"","1007"
"Sarki",""
"Female","111"
"Male","133"
"","244"
"Satar/ Santhal",""
"Female","7"
"Male","4"
"","11"
"Sonar",""
"Female","315"
"Male","362"
"","677"
"Sudhi",""
"Female","44"
"Male","54"
"","98"
"Sunuwar",""
"Female","59"
"Male","47"
"","106"
"Tamang",""
"Female","7219"
"Male","6743"
"","13962"
"Tatma/Tatwa",""
"Female","361"
"Male","401"
"","762"
"Teli",""
"Female","811"
"Male","928"
"","1739"
"Terai Others",""
"Female","98"
"Male","108"
"","206"
"Thakuri",""
"Female","161"
"Male","165"
"","326"
"Tharu",""
"Female","9138"
"Male","9247"
"","18385"
"Undefined Others",""
"Female","6"
"Male","7"
"","13"
"Yadav",""
"Female","1541"
"Male","1692"
"","3233"
"Yakkha",""
"Female","173"
"Male","170"
"","343"
