"Population by Educational Attainment","Number"
"Beginners",""
"Female","347"
"Male","392"
"","739"
"Graduate and Equivalent",""
"Female","9"
"Male","69"
"","78"
"Intermediate and Equivalent",""
"Female","48"
"Male","164"
"","212"
"Level not Stated",""
"Female","17"
"Male","15"
"","32"
"Lower Secondary (Class 6-8)",""
"Female","624"
"Male","1012"
"","1636"
"Non Formal Education",""
"Female","343"
"Male","157"
"","500"
"Others",""
"Female","0"
"Male","4"
"","4"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","14"
"","15"
"Primary Education (1-5 Class)",""
"Female","2180"
"Male","3006"
"","5186"
"Secondary Level (Class 9-10)",""
"Female","334"
"Male","475"
"","809"
"SLC and Equivalent",""
"Female","87"
"Male","209"
"","296"
