"Population by Educational Attainment","Number"
"Beginners",""
"Female","9826"
"Male","11452"
"","21278"
"Graduate and Equivalent",""
"Female","38297"
"Male","60400"
"","98697"
"Intermediate and Equivalent",""
"Female","65105"
"Male","80215"
"","145320"
"Level not Stated",""
"Female","1708"
"Male","1667"
"","3375"
"Lower Secondary (Class 6-8)",""
"Female","50026"
"Male","57542"
"","107568"
"Non Formal Education",""
"Female","14027"
"Male","10072"
"","24099"
"Others",""
"Female","310"
"Male","385"
"","695"
"Post Graduate Equivalent and Above",""
"Female","13911"
"Male","31050"
"","44961"
"Primary Education (1-5 Class)",""
"Female","69191"
"Male","78093"
"","147284"
"Secondary Level (Class 9-10)",""
"Female","42181"
"Male","47878"
"","90059"
"SLC and Equivalent",""
"Female","58678"
"Male","70054"
"","128732"
