"Population by disability type","Number"
"Blind/low vision",""
"Female","949"
"Male","1047"
"","1996"
"Deaf/hard of hearing",""
"Female","634"
"Male","554"
"","1188"
"Deaf-Blind",""
"Female","80"
"Male","77"
"","157"
"Intellectual disable",""
"Female","143"
"Male","196"
"","339"
"Mental disable",""
"Female","271"
"Male","307"
"","578"
"Multiple disable",""
"Female","233"
"Male","270"
"","503"
"No disability",""
"Female","459717"
"Male","507270"
"","966987"
"Physical",""
"Female","1181"
"Male","1615"
"","2796"
"Speech problem",""
"Female","404"
"Male","505"
"","909"
