"Population by Mother tongue","Number"
"Achhami",""
"Female","26"
"Male","65"
"","91"
"Assami",""
"Female","11"
"Male","17"
"","28"
"Athpariya",""
"Female","6"
"Male","7"
"","13"
"Avadhi",""
"Female","168"
"Male","308"
"","476"
"Bahing",""
"Female","100"
"Male","103"
"","203"
"Baitadeli",""
"Female","26"
"Male","77"
"","103"
"Bajhangi",""
"Female","28"
"Male","60"
"","88"
"Bajjika",""
"Female","35"
"Male","165"
"","200"
"Bangla",""
"Female","616"
"Male","2500"
"","3116"
"Bantawa",""
"Female","364"
"Male","328"
"","692"
"Belhare",""
"Female","6"
"Male","10"
"","16"
"Bhojpuri",""
"Female","5718"
"Male","13606"
"","19324"
"Bhujel",""
"Female","31"
"Male","33"
"","64"
"Bote",""
"Female","15"
"Male","13"
"","28"
"Chamling",""
"Female","380"
"Male","413"
"","793"
"Chepang",""
"Female","61"
"Male","68"
"","129"
"Chhantyal",""
"Female","164"
"Male","163"
"","327"
"Chinese",""
"Female","19"
"Male","31"
"","50"
"Danuwar",""
"Female","125"
"Male","168"
"","293"
"Darai",""
"Female","20"
"Male","15"
"","35"
"Dhimal",""
"Female","175"
"Male","157"
"","332"
"Doteli",""
"Female","629"
"Male","1534"
"","2163"
"Dumi",""
"Female","39"
"Male","47"
"","86"
"Dura",""
"Female","22"
"Male","28"
"","50"
"English",""
"Female","297"
"Male","452"
"","749"
"French",""
"Female","5"
"Male","6"
"","11"
"Ghale",""
"Female","323"
"Male","293"
"","616"
"Gurung",""
"Female","10609"
"Male","9802"
"","20411"
"Hayu/Vayu",""
"Female","4"
"Male","12"
"","16"
"Hindi",""
"Female","6989"
"Male","12322"
"","19311"
"Hyolmo/Yholmo",""
"Female","846"
"Male","807"
"","1653"
"Jirel",""
"Female","112"
"Male","141"
"","253"
"Khaling",""
"Female","95"
"Male","106"
"","201"
"Kham",""
"Female","119"
"Male","115"
"","234"
"Khash",""
"Female","12"
"Male","26"
"","38"
"Kulung",""
"Female","147"
"Male","198"
"","345"
"Kumal",""
"Female","38"
"Male","49"
"","87"
"Lapcha",""
"Female","290"
"Male","262"
"","552"
"Lhomi",""
"Female","8"
"Male","11"
"","19"
"Limbu",""
"Female","2730"
"Male","2872"
"","5602"
"Lohorung",""
"Female","17"
"Male","18"
"","35"
"Magahi",""
"Female","6"
"Male","11"
"","17"
"Magar",""
"Female","9850"
"Male","10940"
"","20790"
"Maithili",""
"Female","11769"
"Male","23975"
"","35744"
"Majhi",""
"Female","212"
"Male","210"
"","422"
"Manange",""
"Female","181"
"Male","184"
"","365"
"Nachhiring",""
"Female","27"
"Male","40"
"","67"
"Nepali",""
"Female","516530"
"Male","547176"
"","1063706"
"Newar",""
"Female","148535"
"Male","145067"
"","293602"
"Not Reported",""
"Female","380"
"Male","486"
"","866"
"Oriya",""
"Female","104"
"Male","237"
"","341"
"Others",""
"Female","1938"
"Male","2104"
"","4042"
"Pahari",""
"Female","11"
"Male","1"
"","12"
"Punjabi",""
"Female","44"
"Male","56"
"","100"
"Rai",""
"Female","7829"
"Male","7427"
"","15256"
"Rajbanshi",""
"Female","174"
"Male","265"
"","439"
"Rajsthani",""
"Female","2627"
"Male","2937"
"","5564"
"Sampang",""
"Female","54"
"Male","60"
"","114"
"Sanskrit",""
"Female","25"
"Male","46"
"","71"
"Santhali",""
"Female","22"
"Male","53"
"","75"
"Sherpa",""
"Female","9558"
"Male","8892"
"","18450"
"Sign Language",""
"Female","38"
"Male","62"
"","100"
"Sunuwar",""
"Female","853"
"Male","776"
"","1629"
"Tajpuriya",""
"Female","32"
"Male","44"
"","76"
"Tamang",""
"Female","69951"
"Male","70283"
"","140234"
"Thakali",""
"Female","527"
"Male","498"
"","1025"
"Thami",""
"Female","173"
"Male","194"
"","367"
"Tharu",""
"Female","3617"
"Male","5734"
"","9351"
"Thulung",""
"Female","150"
"Male","155"
"","305"
"Tibetan",""
"Female","740"
"Male","723"
"","1463"
"Uranw/Urau",""
"Female","15"
"Male","27"
"","42"
"Urdu",""
"Female","2067"
"Male","3496"
"","5563"
"Wambule",""
"Female","59"
"Male","68"
"","127"
"Yakkha",""
"Female","54"
"Male","66"
"","120"
"Yamphu/Yamphe",""
"Female","3"
"Male","8"
"","11"
