"Population by Educational Attainment","Number"
"Beginners",""
"Female","19324"
"Male","22338"
"","41662"
"Graduate and Equivalent",""
"Female","53627"
"Male","87644"
"","141271"
"Intermediate and Equivalent",""
"Female","99137"
"Male","123131"
"","222268"
"Level not Stated",""
"Female","2840"
"Male","2807"
"","5647"
"Lower Secondary (Class 6-8)",""
"Female","91738"
"Male","106458"
"","198196"
"Non Formal Education",""
"Female","27313"
"Male","21489"
"","48802"
"Others",""
"Female","537"
"Male","623"
"","1160"
"Post Graduate Equivalent and Above",""
"Female","18688"
"Male","44191"
"","62879"
"Primary Education (1-5 Class)",""
"Female","131242"
"Male","147402"
"","278644"
"Secondary Level (Class 9-10)",""
"Female","73939"
"Male","85414"
"","159353"
"SLC and Equivalent",""
"Female","94449"
"Male","115902"
"","210351"
