"Population by Mother tongue","Number"
"Bangla",""
"Female","13"
"Male","18"
"","31"
"Bhojpuri",""
"Female","152"
"Male","287"
"","439"
"Bhujel",""
"Female","43"
"Male","40"
"","83"
"Bote",""
"Female","293"
"Male","264"
"","557"
"Chepang",""
"Female","75"
"Male","73"
"","148"
"Darai",""
"Female","1793"
"Male","1456"
"","3249"
"Doteli",""
"Female","8"
"Male","9"
"","17"
"Dura",""
"Female","162"
"Male","147"
"","309"
"Gurung",""
"Female","2680"
"Male","1977"
"","4657"
"Hindi",""
"Female","58"
"Male","93"
"","151"
"Kumal",""
"Female","22"
"Male","25"
"","47"
"Limbu",""
"Female","4"
"Male","7"
"","11"
"Magar",""
"Female","5818"
"Male","4490"
"","10308"
"Maithili",""
"Female","62"
"Male","124"
"","186"
"Nepali",""
"Female","25383"
"Male","20106"
"","45489"
"Newar",""
"Female","1830"
"Male","1474"
"","3304"
"Not Reported",""
"Female","72"
"Male","57"
"","129"
"Others",""
"Female","29"
"Male","31"
"","60"
"Rai",""
"Female","23"
"Male","31"
"","54"
"Sunuwar",""
"Female","4"
"Male","11"
"","15"
"Tamang",""
"Female","155"
"Male","162"
"","317"
"Tharu",""
"Female","26"
"Male","40"
"","66"
"Urdu",""
"Female","370"
"Male","338"
"","708"
