"Population by Educational Attainment","Number"
"Beginners",""
"Female","642"
"Male","803"
"","1445"
"Graduate and Equivalent",""
"Female","20"
"Male","101"
"","121"
"Intermediate and Equivalent",""
"Female","254"
"Male","447"
"","701"
"Level not Stated",""
"Female","22"
"Male","28"
"","50"
"Lower Secondary (Class 6-8)",""
"Female","3154"
"Male","3961"
"","7115"
"Non Formal Education",""
"Female","776"
"Male","599"
"","1375"
"Others",""
"Female","5"
"Male","11"
"","16"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","22"
"","26"
"Primary Education (1-5 Class)",""
"Female","5134"
"Male","6331"
"","11465"
"Secondary Level (Class 9-10)",""
"Female","1946"
"Male","2550"
"","4496"
"SLC and Equivalent",""
"Female","748"
"Male","1078"
"","1826"
