"Population by Educational Attainment","Number"
"Beginners",""
"Female","3966"
"Male","4347"
"","8313"
"Graduate and Equivalent",""
"Female","1806"
"Male","3085"
"","4891"
"Intermediate and Equivalent",""
"Female","6801"
"Male","8295"
"","15096"
"Level not Stated",""
"Female","843"
"Male","936"
"","1779"
"Lower Secondary (Class 6-8)",""
"Female","23522"
"Male","25970"
"","49492"
"Non Formal Education",""
"Female","8270"
"Male","7796"
"","16066"
"Others",""
"Female","72"
"Male","90"
"","162"
"Post Graduate Equivalent and Above",""
"Female","372"
"Male","1054"
"","1426"
"Primary Education (1-5 Class)",""
"Female","43371"
"Male","49676"
"","93047"
"Secondary Level (Class 9-10)",""
"Female","13472"
"Male","15257"
"","28729"
"SLC and Equivalent",""
"Female","10824"
"Male","14053"
"","24877"
