"Population by disability type","Number"
"Blind/low vision",""
"Female","570"
"Male","518"
"","1088"
"Deaf/hard of hearing",""
"Female","496"
"Male","470"
"","966"
"Deaf-Blind",""
"Female","114"
"Male","132"
"","246"
"Intellectual disable",""
"Female","100"
"Male","106"
"","206"
"Mental disable",""
"Female","225"
"Male","256"
"","481"
"Multiple disable",""
"Female","242"
"Male","252"
"","494"
"No disability",""
"Female","194594"
"Male","174009"
"","368603"
"Physical",""
"Female","965"
"Male","1299"
"","2264"
"Speech problem",""
"Female","369"
"Male","504"
"","873"
