"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","84"
"Male","87"
"","171"
"Baraee",""
"Female","215"
"Male","218"
"","433"
"Bin",""
"Female","83"
"Male","80"
"","163"
"Brahman - Hill",""
"Female","1032"
"Male","988"
"","2020"
"Brahman - Tarai",""
"Female","167"
"Male","159"
"","326"
"Chamar/ Harijan/ Ram",""
"Female","713"
"Male","769"
"","1482"
"Chamling",""
"Female","5"
"Male","7"
"","12"
"Chhetri",""
"Female","2199"
"Male","2132"
"","4331"
"Damai/Dholi",""
"Female","312"
"Male","327"
"","639"
"Danuwar",""
"Female","6"
"Male","9"
"","15"
"Dhanuk",""
"Female","94"
"Male","96"
"","190"
"Dhobi",""
"Female","20"
"Male","12"
"","32"
"Dom",""
"Female","9"
"Male","15"
"","24"
"Dusadh/ Pasawan/ Pasi",""
"Female","83"
"Male","88"
"","171"
"Gaderi/Bhedihar",""
"Female","73"
"Male","78"
"","151"
"Gharti/Bhujel",""
"Female","192"
"Male","210"
"","402"
"Gurung",""
"Female","12"
"Male","7"
"","19"
"Hajam/Thakur",""
"Female","157"
"Male","200"
"","357"
"Halkhor",""
"Female","7"
"Male","8"
"","15"
"Halwai",""
"Female","314"
"Male","346"
"","660"
"Kalwar",""
"Female","133"
"Male","137"
"","270"
"Kami",""
"Female","714"
"Male","767"
"","1481"
"Kathabaniyan",""
"Female","291"
"Male","292"
"","583"
"Kayastha",""
"Female","14"
"Male","8"
"","22"
"Kewat",""
"Female","44"
"Male","49"
"","93"
"Khatwe",""
"Female","187"
"Male","212"
"","399"
"Koiri/Kushwaha",""
"Female","6278"
"Male","6766"
"","13044"
"Kumal",""
"Female","14"
"Male","14"
"","28"
"Kumhar",""
"Female","10"
"Male","7"
"","17"
"Kurmi",""
"Female","213"
"Male","233"
"","446"
"Limbu",""
"Female","8"
"Male","3"
"","11"
"Lohar",""
"Female","106"
"Male","127"
"","233"
"Magar",""
"Female","1467"
"Male","1492"
"","2959"
"Majhi",""
"Female","531"
"Male","513"
"","1044"
"Mali",""
"Female","15"
"Male","12"
"","27"
"Mallaha",""
"Female","30"
"Male","37"
"","67"
"Marwadi",""
"Female","13"
"Male","12"
"","25"
"Musahar",""
"Female","219"
"Male","219"
"","438"
"Musalman",""
"Female","354"
"Male","368"
"","722"
"Newar",""
"Female","781"
"Male","825"
"","1606"
"Others",""
"Female","20"
"Male","17"
"","37"
"Rai",""
"Female","54"
"Male","45"
"","99"
"Rajput",""
"Female","93"
"Male","98"
"","191"
"Sanyasi/Dasnami",""
"Female","72"
"Male","55"
"","127"
"Sarki",""
"Female","214"
"Male","153"
"","367"
"Sonar",""
"Female","106"
"Male","119"
"","225"
"Sudhi",""
"Female","283"
"Male","297"
"","580"
"Sunuwar",""
"Female","61"
"Male","55"
"","116"
"Tamang",""
"Female","1997"
"Male","2015"
"","4012"
"Tatma/Tatwa",""
"Female","260"
"Male","242"
"","502"
"Teli",""
"Female","522"
"Male","587"
"","1109"
"Terai Others",""
"Female","49"
"Male","47"
"","96"
"Thakuri",""
"Female","33"
"Male","32"
"","65"
"Tharu",""
"Female","15"
"Male","9"
"","24"
"Undefined Others",""
"Female","9"
"Male","6"
"","15"
"Yadav",""
"Female","1199"
"Male","1272"
"","2471"
