"Population by Educational Attainment","Number"
"Beginners",""
"Female","236"
"Male","236"
"","472"
"Graduate and Equivalent",""
"Female","9"
"Male","26"
"","35"
"Intermediate and Equivalent",""
"Female","56"
"Male","100"
"","156"
"Level not Stated",""
"Female","10"
"Male","19"
"","29"
"Lower Secondary (Class 6-8)",""
"Female","761"
"Male","782"
"","1543"
"Non Formal Education",""
"Female","107"
"Male","208"
"","315"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","10"
"","11"
"Primary Education (1-5 Class)",""
"Female","1699"
"Male","1748"
"","3447"
"Secondary Level (Class 9-10)",""
"Female","367"
"Male","360"
"","727"
"SLC and Equivalent",""
"Female","237"
"Male","226"
"","463"
