"Population by Educational Attainment","Number"
"Beginners",""
"Female","191"
"Male","227"
"Graduate and Equivalent",""
"Female","33"
"Male","97"
"Intermediate and Equivalent",""
"Female","234"
"Male","264"
"Level not Stated",""
"Female","15"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1771"
"Male","1496"
"Non Formal Education",""
"Female","702"
"Male","562"
"Others",""
"Female","4"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","35"
"Primary Education (1-5 Class)",""
"Female","3022"
"Male","2717"
"Secondary Level (Class 9-10)",""
"Female","666"
"Male","623"
"SLC and Equivalent",""
"Female","606"
"Male","681"
