"Population by Educational Attainment","Number"
"Beginners",""
"Female","283"
"Male","283"
"Graduate and Equivalent",""
"Female","2"
"Male","46"
"Intermediate and Equivalent",""
"Female","48"
"Male","176"
"Level not Stated",""
"Female","10"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","288"
"Male","588"
"Non Formal Education",""
"Female","41"
"Male","31"
"Others",""
"Female","0"
"Male","4"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","15"
"Primary Education (1-5 Class)",""
"Female","1031"
"Male","1331"
"Secondary Level (Class 9-10)",""
"Female","110"
"Male","268"
"SLC and Equivalent",""
"Female","103"
"Male","311"
