"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","48"
"Male","46"
"Bote",""
"Female","197"
"Male","223"
"Brahman - Hill",""
"Female","12807"
"Male","11478"
"Brahmu/ Baramo",""
"Female","8"
"Male","7"
"Chepang /Praja",""
"Female","19"
"Male","31"
"Chhetri",""
"Female","3059"
"Male","2676"
"Dalit Others",""
"Female","284"
"Male","253"
"Damai/Dholi",""
"Female","843"
"Male","799"
"Danuwar",""
"Female","11"
"Male","3"
"Darai",""
"Female","213"
"Male","254"
"Dhanuk",""
"Female","6"
"Male","13"
"Dhimal",""
"Female","7"
"Male","7"
"Foreigner",""
"Female","0"
"Male","19"
"Gaine",""
"Female","9"
"Male","12"
"Ghale",""
"Female","9"
"Male","9"
"Gharti/Bhujel",""
"Female","225"
"Male","213"
"Gurung",""
"Female","1318"
"Male","1158"
"Hajam/Thakur",""
"Female","13"
"Male","38"
"Halwai",""
"Female","6"
"Male","10"
"Jhangad/ Dhagar",""
"Female","0"
"Male","14"
"Kalwar",""
"Female","7"
"Male","11"
"Kami",""
"Female","1362"
"Male","1193"
"Kathabaniyan",""
"Female","4"
"Male","18"
"Koiri/Kushwaha",""
"Female","7"
"Male","14"
"Kumal",""
"Female","597"
"Male","578"
"Kurmi",""
"Female","16"
"Male","87"
"Limbu",""
"Female","12"
"Male","18"
"Magar",""
"Female","5308"
"Male","4730"
"Majhi",""
"Female","25"
"Male","32"
"Musalman",""
"Female","47"
"Male","123"
"Newar",""
"Female","1242"
"Male","1137"
"Others",""
"Female","40"
"Male","83"
"Rai",""
"Female","148"
"Male","151"
"Rajbansi",""
"Female","7"
"Male","8"
"Sanyasi/Dasnami",""
"Female","180"
"Male","176"
"Sarki",""
"Female","175"
"Male","159"
"Sunuwar",""
"Female","69"
"Male","63"
"Tamang",""
"Female","506"
"Male","537"
"Teli",""
"Female","10"
"Male","32"
"Terai Others",""
"Female","20"
"Male","38"
"Thakali",""
"Female","16"
"Male","14"
"Thakuri",""
"Female","485"
"Male","433"
"Tharu",""
"Female","1259"
"Male","1270"
"Yadav",""
"Female","8"
"Male","41"
