"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","23"
"Male","26"
"Baraee",""
"Female","47"
"Male","48"
"Bin",""
"Female","774"
"Male","860"
"Brahman - Hill",""
"Female","33"
"Male","25"
"Brahman - Tarai",""
"Female","245"
"Male","311"
"Chamar/ Harijan/ Ram",""
"Female","359"
"Male","387"
"Chhetri",""
"Female","11"
"Male","19"
"Dhanuk",""
"Female","342"
"Male","353"
"Dhobi",""
"Female","167"
"Male","198"
"Dhunia",""
"Female","12"
"Male","8"
"Dom",""
"Female","31"
"Male","29"
"Dusadh/ Pasawan/ Pasi",""
"Female","487"
"Male","508"
"Hajam/Thakur",""
"Female","171"
"Male","176"
"Halwai",""
"Female","88"
"Male","96"
"Kahar",""
"Female","17"
"Male","14"
"Kalwar",""
"Female","796"
"Male","840"
"Kanu",""
"Female","271"
"Male","282"
"Kathabaniyan",""
"Female","122"
"Male","132"
"Kayastha",""
"Female","13"
"Male","12"
"Khatwe",""
"Female","454"
"Male","432"
"Koiri/Kushwaha",""
"Female","123"
"Male","121"
"Kumhar",""
"Female","105"
"Male","121"
"Kurmi",""
"Female","830"
"Male","856"
"Lohar",""
"Female","430"
"Male","453"
"Mali",""
"Female","17"
"Male","22"
"Mallaha",""
"Female","288"
"Male","330"
"Musalman",""
"Female","1509"
"Male","1560"
"Natuwa",""
"Female","14"
"Male","12"
"Nuniya",""
"Female","248"
"Male","250"
"Others",""
"Female","38"
"Male","34"
"Sanyasi/Dasnami",""
"Female","82"
"Male","96"
"Sonar",""
"Female","68"
"Male","65"
"Tatma/Tatwa",""
"Female","297"
"Male","302"
"Teli",""
"Female","1129"
"Male","1205"
"Yadav",""
"Female","3057"
"Male","3204"
