"Population by Educational Attainment","Number"
"Beginners",""
"Female","424"
"Male","437"
"Graduate and Equivalent",""
"Female","31"
"Male","106"
"Intermediate and Equivalent",""
"Female","231"
"Male","264"
"Level not Stated",""
"Female","22"
"Male","23"
"Lower Secondary (Class 6-8)",""
"Female","2140"
"Male","1651"
"Non Formal Education",""
"Female","712"
"Male","655"
"Others",""
"Female","10"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","10"
"Male","47"
"Primary Education (1-5 Class)",""
"Female","3646"
"Male","3466"
"Secondary Level (Class 9-10)",""
"Female","1192"
"Male","817"
"SLC and Equivalent",""
"Female","1354"
"Male","996"
