"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","102"
"Male","98"
"","200"
"Bangali",""
"Female","13"
"Male","13"
"","26"
"Baraee",""
"Female","344"
"Male","350"
"","694"
"Brahman - Hill",""
"Female","677"
"Male","608"
"","1285"
"Brahman - Tarai",""
"Female","111"
"Male","125"
"","236"
"Chamar/ Harijan/ Ram",""
"Female","1234"
"Male","1343"
"","2577"
"Chhetri",""
"Female","517"
"Male","421"
"","938"
"Damai/Dholi",""
"Female","147"
"Male","120"
"","267"
"Dhandi",""
"Female","43"
"Male","41"
"","84"
"Dhobi",""
"Female","1051"
"Male","1108"
"","2159"
"Dhunia",""
"Female","21"
"Male","28"
"","49"
"Dusadh/ Pasawan/ Pasi",""
"Female","1297"
"Male","1348"
"","2645"
"Gaderi/Bhedihar",""
"Female","70"
"Male","69"
"","139"
"Gurung",""
"Female","69"
"Male","46"
"","115"
"Hajam/Thakur",""
"Female","232"
"Male","239"
"","471"
"Halwai",""
"Female","263"
"Male","260"
"","523"
"Kahar",""
"Female","1461"
"Male","1478"
"","2939"
"Kalwar",""
"Female","303"
"Male","292"
"","595"
"Kami",""
"Female","598"
"Male","542"
"","1140"
"Kathabaniyan",""
"Female","136"
"Male","151"
"","287"
"Kayastha",""
"Female","8"
"Male","10"
"","18"
"Kewat",""
"Female","1276"
"Male","1356"
"","2632"
"Koiri/Kushwaha",""
"Female","78"
"Male","63"
"","141"
"Kumal",""
"Female","260"
"Male","272"
"","532"
"Kurmi",""
"Female","871"
"Male","876"
"","1747"
"Lodh",""
"Female","2110"
"Male","2210"
"","4320"
"Lohar",""
"Female","185"
"Male","213"
"","398"
"Magar",""
"Female","1233"
"Male","1103"
"","2336"
"Majhi",""
"Female","21"
"Male","20"
"","41"
"Mali",""
"Female","52"
"Male","39"
"","91"
"Mallaha",""
"Female","531"
"Male","508"
"","1039"
"Marwadi",""
"Female","70"
"Male","66"
"","136"
"Musahar",""
"Female","195"
"Male","176"
"","371"
"Musalman",""
"Female","2668"
"Male","2548"
"","5216"
"Newar",""
"Female","116"
"Male","118"
"","234"
"Others",""
"Female","37"
"Male","27"
"","64"
"Pattharkatta/ Kushwadiya",""
"Female","22"
"Male","22"
"","44"
"Rai",""
"Female","18"
"Male","17"
"","35"
"Rajbhar",""
"Female","35"
"Male","38"
"","73"
"Rajput",""
"Female","79"
"Male","77"
"","156"
"Sanyasi/Dasnami",""
"Female","46"
"Male","43"
"","89"
"Sarki",""
"Female","79"
"Male","58"
"","137"
"Sherpa",""
"Female","13"
"Male","14"
"","27"
"Sonar",""
"Female","8"
"Male","6"
"","14"
"Sudhi",""
"Female","51"
"Male","49"
"","100"
"Tamang",""
"Female","10"
"Male","9"
"","19"
"Teli",""
"Female","583"
"Male","611"
"","1194"
"Terai Others",""
"Female","371"
"Male","395"
"","766"
"Thakali",""
"Female","7"
"Male","9"
"","16"
"Thakuri",""
"Female","45"
"Male","40"
"","85"
"Tharu",""
"Female","1380"
"Male","1338"
"","2718"
"Yadav",""
"Female","2682"
"Male","2709"
"","5391"
"Yakkha",""
"Female","6"
"Male","10"
"","16"
