"Population by Educational Attainment","Number"
"Beginners",""
"Female","238"
"Male","251"
"","489"
"Graduate and Equivalent",""
"Female","39"
"Male","75"
"","114"
"Intermediate and Equivalent",""
"Female","131"
"Male","198"
"","329"
"Level not Stated",""
"Female","5"
"Male","9"
"","14"
"Lower Secondary (Class 6-8)",""
"Female","1679"
"Male","1558"
"","3237"
"Non Formal Education",""
"Female","720"
"Male","699"
"","1419"
"Others",""
"Female","7"
"Male","8"
"","15"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","14"
"","21"
"Primary Education (1-5 Class)",""
"Female","2642"
"Male","3079"
"","5721"
"Secondary Level (Class 9-10)",""
"Female","945"
"Male","872"
"","1817"
"SLC and Equivalent",""
"Female","503"
"Male","531"
"","1034"
