"Population by disability type","Number"
"Blind/low vision",""
"Female","43"
"Male","45"
"","88"
"Deaf/hard of hearing",""
"Female","40"
"Male","47"
"","87"
"Deaf-Blind",""
"Female","6"
"Male","6"
"","12"
"Intellectual disable",""
"Female","5"
"Male","3"
"","8"
"Mental disable",""
"Female","10"
"Male","18"
"","28"
"Multiple disable",""
"Female","13"
"Male","8"
"","21"
"No disability",""
"Female","9713"
"Male","10047"
"","19760"
"Physical",""
"Female","110"
"Male","128"
"","238"
"Speech problem",""
"Female","14"
"Male","32"
"","46"
