"Population by Educational Attainment","Number"
"Beginners",""
"Female","303"
"Male","353"
"","656"
"Graduate and Equivalent",""
"Female","43"
"Male","194"
"","237"
"Intermediate and Equivalent",""
"Female","222"
"Male","468"
"","690"
"Level not Stated",""
"Female","50"
"Male","53"
"","103"
"Lower Secondary (Class 6-8)",""
"Female","767"
"Male","1268"
"","2035"
"Non Formal Education",""
"Female","142"
"Male","184"
"","326"
"Others",""
"Female","5"
"Male","6"
"","11"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","41"
"","45"
"Primary Education (1-5 Class)",""
"Female","2240"
"Male","2598"
"","4838"
"Secondary Level (Class 9-10)",""
"Female","336"
"Male","691"
"","1027"
"SLC and Equivalent",""
"Female","202"
"Male","522"
"","724"
