"Population by Mother tongue","Number"
"Assami",""
"Female","8"
"Male","9"
"Bangla",""
"Female","122"
"Male","158"
"Bantawa",""
"Female","180"
"Male","147"
"Bhojpuri",""
"Female","95"
"Male","118"
"Bhujel",""
"Female","32"
"Male","28"
"Bote",""
"Female","18"
"Male","13"
"Chamling",""
"Female","51"
"Male","44"
"Dhimal",""
"Female","2268"
"Male","1928"
"Doteli",""
"Female","16"
"Male","7"
"Dungmali",""
"Female","11"
"Male","10"
"English",""
"Female","4"
"Male","8"
"Gurung",""
"Female","219"
"Male","186"
"Hindi",""
"Female","318"
"Male","348"
"Khaling",""
"Female","10"
"Male","7"
"Kisan",""
"Female","58"
"Male","63"
"Kulung",""
"Female","8"
"Male","3"
"Kumal",""
"Female","83"
"Male","80"
"Limbu",""
"Female","2482"
"Male","2155"
"Magar",""
"Female","629"
"Male","532"
"Maithili",""
"Female","1410"
"Male","1644"
"Majhi",""
"Female","105"
"Male","103"
"Musalman",""
"Female","107"
"Male","110"
"Nepali",""
"Female","25984"
"Male","22835"
"Newar",""
"Female","1130"
"Male","1044"
"Not Reported",""
"Female","140"
"Male","111"
"Others",""
"Female","234"
"Male","196"
"Rai",""
"Female","1731"
"Male","1372"
"Rajbanshi",""
"Female","270"
"Male","303"
"Rajsthani",""
"Female","117"
"Male","134"
"Sampang",""
"Female","11"
"Male","12"
"Santhali",""
"Female","141"
"Male","119"
"Sherpa",""
"Female","23"
"Male","36"
"Sunuwar",""
"Female","116"
"Male","105"
"Tajpuriya",""
"Female","46"
"Male","56"
"Tamang",""
"Female","976"
"Male","881"
"Tharu",""
"Female","150"
"Male","156"
"Thulung",""
"Female","42"
"Male","25"
"Uranw/Urau",""
"Female","49"
"Male","44"
"Urdu",""
"Female","235"
"Male","273"
"Yakkha",""
"Female","35"
"Male","35"
