"Population by Caste/Ethinicity","Number"
"#VALUE!",""
"Female","8"
"Male","5"
"Badhaee",""
"Female","8"
"Male","10"
"Badi",""
"Female","13"
"Male","16"
"Bangali",""
"Female","125"
"Male","145"
"Bantaba",""
"Female","17"
"Male","19"
"Bhote",""
"Female","10"
"Male","16"
"Bote",""
"Female","13"
"Male","12"
"Brahman - Hill",""
"Female","9993"
"Male","8997"
"Brahman - Tarai",""
"Female","60"
"Male","60"
"Byasi/Sauka",""
"Female","7"
"Male","12"
"Chamar/ Harijan/ Ram",""
"Female","40"
"Male","45"
"Chhetri",""
"Female","8277"
"Male","7123"
"Dalit Others",""
"Female","28"
"Male","23"
"Damai/Dholi",""
"Female","1236"
"Male","1033"
"Danuwar",""
"Female","8"
"Male","7"
"Dev",""
"Female","8"
"Male","3"
"Dhanuk",""
"Female","56"
"Male","68"
"Dhimal",""
"Female","2412"
"Male","2020"
"Dhobi",""
"Female","17"
"Male","22"
"Dom",""
"Female","69"
"Male","66"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","7"
"Foreigner",""
"Female","6"
"Male","6"
"Gharti/Bhujel",""
"Female","453"
"Male","365"
"Gurung",""
"Female","335"
"Male","279"
"Hajam/Thakur",""
"Female","91"
"Male","123"
"Halwai",""
"Female","75"
"Male","95"
"Janajati Others",""
"Female","33"
"Male","37"
"Jhangad/ Dhagar",""
"Female","178"
"Male","173"
"Kalwar",""
"Female","106"
"Male","119"
"Kami",""
"Female","1545"
"Male","1349"
"Kanu",""
"Female","5"
"Male","6"
"Kathabaniyan",""
"Female","135"
"Male","175"
"Kayastha",""
"Female","27"
"Male","22"
"Kewat",""
"Female","12"
"Male","15"
"Khawas",""
"Female","35"
"Male","43"
"Koche",""
"Female","6"
"Male","5"
"Koiri/Kushwaha",""
"Female","30"
"Male","34"
"Kumal",""
"Female","389"
"Male","392"
"Kumhar",""
"Female","7"
"Male","11"
"Kurmi",""
"Female","22"
"Male","31"
"Limbu",""
"Female","3069"
"Male","2663"
"Lohar",""
"Female","25"
"Male","37"
"Magar",""
"Female","905"
"Male","752"
"Majhi",""
"Female","299"
"Male","275"
"Mali",""
"Female","10"
"Male","10"
"Mallaha",""
"Female","21"
"Male","21"
"Marwadi",""
"Female","173"
"Male","211"
"Munda",""
"Female","3"
"Male","8"
"Musahar",""
"Female","49"
"Male","54"
"Musalman",""
"Female","479"
"Male","540"
"Newar",""
"Female","2073"
"Male","1858"
"Others",""
"Female","62"
"Male","43"
"Punjabi/Sikh",""
"Female","14"
"Male","12"
"Rai",""
"Female","2756"
"Male","2211"
"Rajbansi",""
"Female","294"
"Male","348"
"Rajput",""
"Female","22"
"Male","24"
"Samgpang",""
"Female","7"
"Male","10"
"Sanyasi/Dasnami",""
"Female","208"
"Male","196"
"Sarki",""
"Female","229"
"Male","208"
"Satar/ Santhal",""
"Female","163"
"Male","136"
"Sherpa",""
"Female","33"
"Male","45"
"Sonar",""
"Female","27"
"Male","37"
"Sudhi",""
"Female","28"
"Male","36"
"Sunuwar",""
"Female","167"
"Male","154"
"Tajpuriya",""
"Female","50"
"Male","60"
"Tamang",""
"Female","1265"
"Male","1107"
"Teli",""
"Female","480"
"Male","512"
"Terai Others",""
"Female","143"
"Male","172"
"Thakuri",""
"Female","25"
"Male","21"
"Tharu",""
"Female","394"
"Male","381"
"Thulung",""
"Female","18"
"Male","12"
"Undefined Others",""
"Female","123"
"Male","116"
"Yadav",""
"Female","98"
"Male","130"
"Yakkha",""
"Female","43"
"Male","41"
"Yamphu",""
"Female","7"
"Male","8"
