"Population by Educational Attainment","Number"
"Beginners",""
"Female","76"
"Male","97"
"Graduate and Equivalent",""
"Female","51"
"Male","332"
"Intermediate and Equivalent",""
"Female","198"
"Male","490"
"Level not Stated",""
"Female","136"
"Male","262"
"Lower Secondary (Class 6-8)",""
"Female","1083"
"Male","1427"
"Non Formal Education",""
"Female","42"
"Male","45"
"Others",""
"Female","4"
"Male","13"
"Post Graduate Equivalent and Above",""
"Female","17"
"Male","106"
"Primary Education (1-5 Class)",""
"Female","2205"
"Male","2667"
"Secondary Level (Class 9-10)",""
"Female","531"
"Male","1057"
"SLC and Equivalent",""
"Female","381"
"Male","915"
