"Population by Single Year of Age","Number"
"0",""
"Female","267"
"Male","281"
"1",""
"Female","228"
"Male","240"
"10",""
"Female","695"
"Male","690"
"11",""
"Female","501"
"Male","244"
"12",""
"Female","497"
"Male","569"
"13",""
"Female","275"
"Male","234"
"14",""
"Female","289"
"Male","325"
"15",""
"Female","385"
"Male","447"
"16",""
"Female","307"
"Male","349"
"17",""
"Female","148"
"Male","231"
"18",""
"Female","369"
"Male","457"
"19",""
"Female","146"
"Male","160"
"2",""
"Female","382"
"Male","406"
"20",""
"Female","574"
"Male","761"
"21",""
"Female","141"
"Male","116"
"22",""
"Female","357"
"Male","295"
"23",""
"Female","130"
"Male","125"
"24",""
"Female","224"
"Male","146"
"25",""
"Female","626"
"Male","521"
"26",""
"Female","140"
"Male","145"
"27",""
"Female","114"
"Male","112"
"28",""
"Female","372"
"Male","198"
"29",""
"Female","57"
"Male","63"
"3",""
"Female","429"
"Male","370"
"30",""
"Female","755"
"Male","526"
"31",""
"Female","46"
"Male","40"
"32",""
"Female","280"
"Male","202"
"33",""
"Female","70"
"Male","50"
"34",""
"Female","92"
"Male","63"
"35",""
"Female","710"
"Male","638"
"36",""
"Female","106"
"Male","87"
"37",""
"Female","55"
"Male","52"
"38",""
"Female","216"
"Male","144"
"39",""
"Female","37"
"Male","44"
"4",""
"Female","388"
"Male","391"
"40",""
"Female","674"
"Male","566"
"41",""
"Female","23"
"Male","30"
"42",""
"Female","110"
"Male","104"
"43",""
"Female","29"
"Male","29"
"44",""
"Female","42"
"Male","42"
"45",""
"Female","540"
"Male","519"
"46",""
"Female","37"
"Male","38"
"47",""
"Female","22"
"Male","72"
"48",""
"Female","126"
"Male","94"
"49",""
"Female","15"
"Male","22"
"5",""
"Female","505"
"Male","547"
"50",""
"Female","415"
"Male","480"
"51",""
"Female","21"
"Male","34"
"52",""
"Female","79"
"Male","65"
"53",""
"Female","27"
"Male","23"
"54",""
"Female","34"
"Male","23"
"55",""
"Female","341"
"Male","421"
"56",""
"Female","34"
"Male","51"
"57",""
"Female","20"
"Male","28"
"58",""
"Female","83"
"Male","84"
"59",""
"Female","11"
"Male","22"
"6",""
"Female","409"
"Male","433"
"60",""
"Female","318"
"Male","376"
"61",""
"Female","14"
"Male","34"
"62",""
"Female","62"
"Male","56"
"63",""
"Female","19"
"Male","26"
"64",""
"Female","27"
"Male","22"
"65",""
"Female","234"
"Male","240"
"66",""
"Female","16"
"Male","21"
"67",""
"Female","19"
"Male","17"
"68",""
"Female","48"
"Male","50"
"69",""
"Female","6"
"Male","11"
"7",""
"Female","360"
"Male","398"
"70",""
"Female","168"
"Male","243"
"71",""
"Female","8"
"Male","10"
"72",""
"Female","12"
"Male","27"
"73",""
"Female","4"
"Male","7"
"74",""
"Female","0"
"Male","5"
"75",""
"Female","57"
"Male","63"
"76",""
"Female","2"
"Male","7"
"77",""
"Female","1"
"Male","2"
"78",""
"Female","5"
"Male","12"
"79",""
"Female","9"
"Male","2"
"8",""
"Female","544"
"Male","621"
"80",""
"Female","30"
"Male","33"
"81",""
"Female","1"
"Male","4"
"82",""
"Female","2"
"Male","0"
"83",""
"Female","1"
"Male","1"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","31"
"Male","30"
"9",""
"Female","250"
"Male","245"
