"Population by Educational Attainment","Number"
"Beginners",""
"Female","32"
"Male","42"
"Graduate and Equivalent",""
"Female","27"
"Male","175"
"Intermediate and Equivalent",""
"Female","102"
"Male","359"
"Level not Stated",""
"Female","64"
"Male","52"
"Lower Secondary (Class 6-8)",""
"Female","854"
"Male","1226"
"Non Formal Education",""
"Female","7"
"Male","19"
"Others",""
"Female","3"
"Male","5"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","45"
"Primary Education (1-5 Class)",""
"Female","1712"
"Male","2108"
"Secondary Level (Class 9-10)",""
"Female","341"
"Male","820"
"SLC and Equivalent",""
"Female","270"
"Male","839"
