"Population by Educational Attainment","Number"
"Beginners",""
"Female","660"
"Male","726"
"Graduate and Equivalent",""
"Female","26"
"Male","93"
"Intermediate and Equivalent",""
"Female","149"
"Male","256"
"Level not Stated",""
"Female","50"
"Male","79"
"Lower Secondary (Class 6-8)",""
"Female","2879"
"Male","2750"
"Non Formal Education",""
"Female","806"
"Male","682"
"Others",""
"Female","18"
"Male","16"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","37"
"Primary Education (1-5 Class)",""
"Female","6979"
"Male","7281"
"Secondary Level (Class 9-10)",""
"Female","1355"
"Male","1311"
"SLC and Equivalent",""
"Female","958"
"Male","1006"
