"Population by Educational Attainment","Number"
"Beginners",""
"Female","73"
"Male","50"
"Graduate and Equivalent",""
"Female","0"
"Male","11"
"Intermediate and Equivalent",""
"Female","10"
"Male","33"
"Level not Stated",""
"Female","1"
"Male","1"
"Lower Secondary (Class 6-8)",""
"Female","76"
"Male","152"
"Non Formal Education",""
"Female","25"
"Male","8"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","3"
"Primary Education (1-5 Class)",""
"Female","242"
"Male","258"
"Secondary Level (Class 9-10)",""
"Female","50"
"Male","109"
"SLC and Equivalent",""
"Female","26"
"Male","70"
