"Population by Caste Ethinicity","Number"
"Badi",""
"Female","54"
"Male","44"
"","98"
"Brahman - Hill",""
"Female","4851"
"Male","3799"
"","8650"
"Chhantyal/Chhantel",""
"Female","5"
"Male","6"
"","11"
"Chhetri",""
"Female","3352"
"Male","2650"
"","6002"
"Dalit Others",""
"Female","75"
"Male","50"
"","125"
"Damai/Dholi",""
"Female","938"
"Male","771"
"","1709"
"Gaine",""
"Female","6"
"Male","7"
"","13"
"Ghale",""
"Female","7"
"Male","7"
"","14"
"Gharti/Bhujel",""
"Female","759"
"Male","580"
"","1339"
"Gurung",""
"Female","3751"
"Male","2778"
"","6529"
"Hajam/Thakur",""
"Female","5"
"Male","18"
"","23"
"Halwai",""
"Female","4"
"Male","10"
"","14"
"Kahar",""
"Female","7"
"Male","6"
"","13"
"Kalwar",""
"Female","6"
"Male","6"
"","12"
"Kami",""
"Female","2893"
"Male","2115"
"","5008"
"Kathabaniyan",""
"Female","13"
"Male","8"
"","21"
"Kumal",""
"Female","929"
"Male","740"
"","1669"
"Kurmi",""
"Female","5"
"Male","8"
"","13"
"Lhopa",""
"Female","28"
"Male","29"
"","57"
"Limbu",""
"Female","11"
"Male","5"
"","16"
"Magar",""
"Female","4911"
"Male","3821"
"","8732"
"Musalman",""
"Female","394"
"Male","445"
"","839"
"Newar",""
"Female","1740"
"Male","1455"
"","3195"
"Others",""
"Female","43"
"Male","58"
"","101"
"Rai",""
"Female","137"
"Male","148"
"","285"
"Sanyasi/Dasnami",""
"Female","198"
"Male","154"
"","352"
"Sarki",""
"Female","693"
"Male","525"
"","1218"
"Sunuwar",""
"Female","58"
"Male","45"
"","103"
"Tamang",""
"Female","219"
"Male","179"
"","398"
"Teli",""
"Female","9"
"Male","9"
"","18"
"Terai Others",""
"Female","10"
"Male","12"
"","22"
"Thakali",""
"Female","29"
"Male","23"
"","52"
"Thakuri",""
"Female","927"
"Male","686"
"","1613"
"Tharu",""
"Female","48"
"Male","68"
"","116"
"Yadav",""
"Female","49"
"Male","27"
"","76"
