"Population by disability type","Number"
"Blind/low vision",""
"Female","66"
"Male","64"
"","130"
"Deaf/hard of hearing",""
"Female","56"
"Male","41"
"","97"
"Deaf-Blind",""
"Female","11"
"Male","7"
"","18"
"Intellectual disable",""
"Female","6"
"Male","14"
"","20"
"Mental disable",""
"Female","42"
"Male","36"
"","78"
"Multiple disable",""
"Female","28"
"Male","28"
"","56"
"No disability",""
"Female","26785"
"Male","20861"
"","47646"
"Physical",""
"Female","130"
"Male","192"
"","322"
"Speech problem",""
"Female","40"
"Male","49"
"","89"
