"Population by Educational Attainment","Number"
"Beginners",""
"Female","1901"
"Male","2075"
"Graduate and Equivalent",""
"Female","1108"
"Male","2266"
"Intermediate and Equivalent",""
"Female","4468"
"Male","5134"
"Level not Stated",""
"Female","696"
"Male","868"
"Lower Secondary (Class 6-8)",""
"Female","24655"
"Male","24257"
"Non Formal Education",""
"Female","6747"
"Male","7018"
"Others",""
"Female","20"
"Male","24"
"Post Graduate Equivalent and Above",""
"Female","181"
"Male","672"
"Primary Education (1-5 Class)",""
"Female","36034"
"Male","42120"
"Secondary Level (Class 9-10)",""
"Female","15035"
"Male","14784"
"SLC and Equivalent",""
"Female","10184"
"Male","9883"
