"Population by Educational Attainment","Number"
"Beginners",""
"Female","140"
"Male","144"
"Graduate and Equivalent",""
"Female","32"
"Male","49"
"Intermediate and Equivalent",""
"Female","199"
"Male","236"
"Level not Stated",""
"Female","62"
"Male","66"
"Lower Secondary (Class 6-8)",""
"Female","1160"
"Male","1156"
"Non Formal Education",""
"Female","335"
"Male","228"
"Others",""
"Female","2"
"Male","3"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","16"
"Primary Education (1-5 Class)",""
"Female","2313"
"Male","2649"
"Secondary Level (Class 9-10)",""
"Female","497"
"Male","544"
"SLC and Equivalent",""
"Female","322"
"Male","421"
