"Population by Educational Attainment","Number"
"Beginners",""
"Female","281"
"Male","329"
"","610"
"Graduate and Equivalent",""
"Female","13"
"Male","103"
"","116"
"Intermediate and Equivalent",""
"Female","105"
"Male","349"
"","454"
"Level not Stated",""
"Female","36"
"Male","43"
"","79"
"Lower Secondary (Class 6-8)",""
"Female","693"
"Male","1636"
"","2329"
"Non Formal Education",""
"Female","3"
"Male","6"
"","9"
"Others",""
"Female","25"
"Male","12"
"","37"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","23"
"","28"
"Primary Education (1-5 Class)",""
"Female","2833"
"Male","4174"
"","7007"
"Secondary Level (Class 9-10)",""
"Female","199"
"Male","696"
"","895"
"SLC and Equivalent",""
"Female","212"
"Male","643"
"","855"
