"Population by Educational Attainment","Number"
"Beginners",""
"Female","275"
"Male","264"
"","539"
"Graduate and Equivalent",""
"Female","3"
"Male","29"
"","32"
"Intermediate and Equivalent",""
"Female","28"
"Male","104"
"","132"
"Level not Stated",""
"Female","24"
"Male","17"
"","41"
"Lower Secondary (Class 6-8)",""
"Female","242"
"Male","476"
"","718"
"Non Formal Education",""
"Female","62"
"Male","66"
"","128"
"Others",""
"Female","2"
"Male","8"
"","10"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","3"
"","3"
"Primary Education (1-5 Class)",""
"Female","953"
"Male","1380"
"","2333"
"Secondary Level (Class 9-10)",""
"Female","97"
"Male","242"
"","339"
"SLC and Equivalent",""
"Female","36"
"Male","136"
"","172"
