"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","367"
"Male","389"
"Badi",""
"Female","136"
"Male","137"
"Bangali",""
"Female","244"
"Male","301"
"Bantar/Sardar",""
"Female","33"
"Male","41"
"Baraee",""
"Female","59"
"Male","74"
"Bhote",""
"Female","5"
"Male","7"
"Brahman - Hill",""
"Female","5857"
"Male","6078"
"Brahman - Tarai",""
"Female","760"
"Male","845"
"Chamar/ Harijan/ Ram",""
"Female","1307"
"Male","1453"
"Chhetri",""
"Female","7349"
"Male","7454"
"Chidimar",""
"Female","450"
"Male","487"
"Dalit Others",""
"Female","1394"
"Male","1473"
"Damai/Dholi",""
"Female","547"
"Male","524"
"Danuwar",""
"Female","12"
"Male","7"
"Dhanuk",""
"Female","17"
"Male","18"
"Dhimal",""
"Female","8"
"Male","5"
"Dhobi",""
"Female","941"
"Male","1006"
"Dom",""
"Female","13"
"Male","10"
"Dusadh/ Pasawan/ Pasi",""
"Female","496"
"Male","526"
"Foreigner",""
"Female","54"
"Male","67"
"Gaderi/Bhedihar",""
"Female","154"
"Male","144"
"Gaine",""
"Female","10"
"Male","4"
"Ghale",""
"Female","7"
"Male","5"
"Gharti/Bhujel",""
"Female","17"
"Male","25"
"Gurung",""
"Female","573"
"Male","481"
"Hajam/Thakur",""
"Female","839"
"Male","882"
"Halkhor",""
"Female","8"
"Male","7"
"Halwai",""
"Female","830"
"Male","855"
"Janajati Others",""
"Female","12"
"Male","11"
"Kahar",""
"Female","594"
"Male","663"
"Kalwar",""
"Female","315"
"Male","338"
"Kami",""
"Female","1621"
"Male","1682"
"Kanu",""
"Female","299"
"Male","326"
"Kathabaniyan",""
"Female","1961"
"Male","2142"
"Kayastha",""
"Female","673"
"Male","713"
"Kewat",""
"Female","84"
"Male","87"
"Koiri/Kushwaha",""
"Female","18"
"Male","21"
"Kori",""
"Female","1149"
"Male","1236"
"Kumal",""
"Female","66"
"Male","57"
"Kumhar",""
"Female","361"
"Male","412"
"Kurmi",""
"Female","1857"
"Male","2017"
"Limbu",""
"Female","62"
"Male","59"
"Lodh",""
"Female","52"
"Male","60"
"Lohar",""
"Female","153"
"Male","143"
"Magar",""
"Female","2669"
"Male","2407"
"Majhi",""
"Female","73"
"Male","75"
"Mali",""
"Female","102"
"Male","125"
"Mallaha",""
"Female","388"
"Male","481"
"Marwadi",""
"Female","293"
"Male","311"
"Musahar",""
"Female","295"
"Male","307"
"Musalman",""
"Female","19168"
"Male","20049"
"Newar",""
"Female","2135"
"Male","2052"
"Nuniya",""
"Female","4"
"Male","7"
"Others",""
"Female","24"
"Male","8"
"Pattharkatta/ Kushwadiya",""
"Female","70"
"Male","70"
"Punjabi/Sikh",""
"Female","46"
"Male","32"
"Rai",""
"Female","133"
"Male","120"
"Rajbansi",""
"Female","8"
"Male","13"
"Rajdhob",""
"Female","12"
"Male","17"
"Raji",""
"Female","7"
"Male","5"
"Rajput",""
"Female","158"
"Male","184"
"Sanyasi/Dasnami",""
"Female","672"
"Male","689"
"Sarki",""
"Female","152"
"Male","139"
"Satar/ Santhal",""
"Female","9"
"Male","7"
"Sherpa",""
"Female","103"
"Male","81"
"Sonar",""
"Female","217"
"Male","238"
"Sudhi",""
"Female","11"
"Male","11"
"Sunuwar",""
"Female","6"
"Male","11"
"Tamang",""
"Female","289"
"Male","255"
"Teli",""
"Female","1032"
"Male","1093"
"Terai Others",""
"Female","986"
"Male","1054"
"Thakali",""
"Female","20"
"Male","26"
"Thakuri",""
"Female","2814"
"Male","2770"
"Tharu",""
"Female","2064"
"Male","2436"
"Undefined Others",""
"Female","16"
"Male","13"
"Yadav",""
"Female","2334"
"Male","2519"
