"Population by Educational Attainment","Number"
"Beginners",""
"Female","359"
"Male","388"
"Graduate and Equivalent",""
"Female","20"
"Male","69"
"Intermediate and Equivalent",""
"Female","157"
"Male","170"
"Level not Stated",""
"Female","15"
"Male","15"
"Lower Secondary (Class 6-8)",""
"Female","1514"
"Male","1444"
"Non Formal Education",""
"Female","689"
"Male","528"
"Others",""
"Female","8"
"Male","8"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","18"
"Primary Education (1-5 Class)",""
"Female","3055"
"Male","3096"
"Secondary Level (Class 9-10)",""
"Female","435"
"Male","525"
"SLC and Equivalent",""
"Female","435"
"Male","504"
