"Population by Educational Attainment","Number"
"Beginners",""
"Female","93"
"Male","105"
"Graduate and Equivalent",""
"Female","2"
"Male","18"
"Intermediate and Equivalent",""
"Female","17"
"Male","44"
"Level not Stated",""
"Female","8"
"Male","14"
"Lower Secondary (Class 6-8)",""
"Female","251"
"Male","325"
"Non Formal Education",""
"Female","137"
"Male","136"
"Others",""
"Female","1"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","0"
"Primary Education (1-5 Class)",""
"Female","1214"
"Male","1351"
"Secondary Level (Class 9-10)",""
"Female","45"
"Male","104"
"SLC and Equivalent",""
"Female","36"
"Male","102"
