"Population by disability type","Number"
"Blind/low vision",""
"Female","51"
"Male","43"
"","94"
"Deaf/hard of hearing",""
"Female","28"
"Male","41"
"","69"
"Deaf-Blind",""
"Female","5"
"Male","6"
"","11"
"Intellectual disable",""
"Female","4"
"Male","6"
"","10"
"Mental disable",""
"Female","4"
"Male","10"
"","14"
"Multiple disable",""
"Female","13"
"Male","14"
"","27"
"No disability",""
"Female","4957"
"Male","4266"
"","9223"
"Physical",""
"Female","36"
"Male","60"
"","96"
"Speech problem",""
"Female","2"
"Male","16"
"","18"
