"Population by Educational Attainment","Number"
"Beginners",""
"Female","394"
"Male","456"
"Graduate and Equivalent",""
"Female","162"
"Male","272"
"Intermediate and Equivalent",""
"Female","743"
"Male","690"
"Level not Stated",""
"Female","13"
"Male","16"
"Lower Secondary (Class 6-8)",""
"Female","3815"
"Male","2729"
"Non Formal Education",""
"Female","939"
"Male","793"
"Others",""
"Female","16"
"Male","20"
"Post Graduate Equivalent and Above",""
"Female","26"
"Male","119"
"Primary Education (1-5 Class)",""
"Female","4914"
"Male","4716"
"Secondary Level (Class 9-10)",""
"Female","2372"
"Male","1850"
"SLC and Equivalent",""
"Female","1297"
"Male","1296"
