"Population by Mother tongue","Number"
"Avadhi",""
"Female","14"
"Male","18"
"Bajjika",""
"Female","3"
"Male","22"
"Bangla",""
"Female","50"
"Male","128"
"Bhojpuri",""
"Female","3211"
"Male","6160"
"Bhujel",""
"Female","62"
"Male","63"
"Bote",""
"Female","1052"
"Male","937"
"Chepang",""
"Female","10569"
"Male","10745"
"Chinese",""
"Female","2"
"Male","16"
"Danuwar",""
"Female","32"
"Male","29"
"Darai",""
"Female","3512"
"Male","3103"
"Doteli",""
"Female","33"
"Male","24"
"Dura",""
"Female","15"
"Male","10"
"Ghale",""
"Female","89"
"Male","67"
"Gurung",""
"Female","8930"
"Male","7344"
"Hindi",""
"Female","957"
"Male","1777"
"Hyolmo/Yholmo",""
"Female","90"
"Male","92"
"Kham",""
"Female","141"
"Male","104"
"Kumal",""
"Female","135"
"Male","133"
"Limbu",""
"Female","63"
"Male","46"
"Magar",""
"Female","5017"
"Male","4087"
"Maithili",""
"Female","1367"
"Male","2105"
"Majhi",""
"Female","6"
"Male","13"
"Nachhiring",""
"Female","7"
"Male","8"
"Nepali",""
"Female","211886"
"Male","187534"
"Newar",""
"Female","4733"
"Male","4256"
"Not Reported",""
"Female","221"
"Male","237"
"Others",""
"Female","191"
"Male","233"
"Punjabi",""
"Female","5"
"Male","9"
"Rai",""
"Female","218"
"Male","229"
"Rajsthani",""
"Female","92"
"Male","109"
"Santhali",""
"Female","5"
"Male","14"
"Sherpa",""
"Female","16"
"Male","16"
"Sign Language",""
"Female","27"
"Male","40"
"Sunuwar",""
"Female","21"
"Male","55"
"Tamang",""
"Female","14483"
"Male","13120"
"Thakali",""
"Female","80"
"Male","60"
"Tharu",""
"Female","31443"
"Male","27113"
"Urdu",""
"Female","329"
"Male","543"
"Yakkha",""
"Female","10"
"Male","16"
