"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","9"
"Male","35"
"Badi",""
"Female","441"
"Male","375"
"Bangali",""
"Female","61"
"Male","133"
"Bantar/Sardar",""
"Female","5"
"Male","6"
"Baraee",""
"Female","11"
"Male","51"
"Bhote",""
"Female","51"
"Male","62"
"Bin",""
"Female","14"
"Male","45"
"Bote",""
"Female","1562"
"Male","1453"
"Brahman - Hill",""
"Female","86836"
"Male","76708"
"Brahman - Tarai",""
"Female","100"
"Male","150"
"Brahmu/ Baramo",""
"Female","75"
"Male","74"
"Chamar/ Harijan/ Ram",""
"Female","59"
"Male","168"
"Chepang /Praja",""
"Female","14239"
"Male","14442"
"Chhantyal/Chhantel",""
"Female","16"
"Male","8"
"Chhetri",""
"Female","34397"
"Male","29553"
"Dalit Others",""
"Female","161"
"Male","151"
"Damai/Dholi",""
"Female","6362"
"Male","5545"
"Danuwar",""
"Female","542"
"Male","519"
"Darai",""
"Female","4220"
"Male","3755"
"Dhanuk",""
"Female","32"
"Male","71"
"Dhimal",""
"Female","9"
"Male","9"
"Dhobi",""
"Female","24"
"Male","72"
"Dura",""
"Female","302"
"Male","245"
"Dusadh/ Pasawan/ Pasi",""
"Female","108"
"Male","202"
"Foreigner",""
"Female","30"
"Male","71"
"Gaine",""
"Female","234"
"Male","229"
"Ghale",""
"Female","693"
"Male","553"
"Gharti/Bhujel",""
"Female","2322"
"Male","2071"
"Gurung",""
"Female","20883"
"Male","17956"
"Hajam/Thakur",""
"Female","195"
"Male","387"
"Halkhor",""
"Female","7"
"Male","12"
"Halwai",""
"Female","203"
"Male","331"
"Hyolmo",""
"Female","107"
"Male","106"
"Kalwar",""
"Female","505"
"Male","724"
"Kamar",""
"Female","6"
"Male","9"
"Kami",""
"Female","14983"
"Male","12975"
"Kanu",""
"Female","421"
"Male","607"
"Kathabaniyan",""
"Female","592"
"Male","802"
"Kayastha",""
"Female","105"
"Male","124"
"Kewat",""
"Female","8"
"Male","12"
"Khawas",""
"Female","10"
"Male","7"
"Koiri/Kushwaha",""
"Female","374"
"Male","496"
"Kumal",""
"Female","4795"
"Male","4367"
"Kumhar",""
"Female","26"
"Male","38"
"Kurmi",""
"Female","104"
"Male","324"
"Limbu",""
"Female","160"
"Male","128"
"Lodh",""
"Female","6"
"Male","5"
"Lohar",""
"Female","37"
"Male","89"
"Magar",""
"Female","14846"
"Male","12458"
"Majhi",""
"Female","231"
"Male","298"
"Mali",""
"Female","60"
"Male","68"
"Mallaha",""
"Female","181"
"Male","322"
"Marwadi",""
"Female","202"
"Male","234"
"Musahar",""
"Female","191"
"Male","209"
"Musalman",""
"Female","2668"
"Male","3928"
"Nachhiring",""
"Female","7"
"Male","8"
"Newar",""
"Female","15574"
"Male","14175"
"Nuniya",""
"Female","33"
"Male","75"
"Others",""
"Female","298"
"Male","373"
"Pahari",""
"Female","7"
"Male","8"
"Punjabi/Sikh",""
"Female","10"
"Male","15"
"Rai",""
"Female","1993"
"Male","1768"
"Rajbansi",""
"Female","5"
"Male","9"
"Rajput",""
"Female","61"
"Male","103"
"Sanyasi/Dasnami",""
"Female","1927"
"Male","1753"
"Sarki",""
"Female","3751"
"Male","3364"
"Satar/ Santhal",""
"Female","9"
"Male","17"
"Sherpa",""
"Female","47"
"Male","47"
"Sonar",""
"Female","143"
"Male","109"
"Sudhi",""
"Female","44"
"Male","66"
"Sunuwar",""
"Female","348"
"Male","378"
"Tamang",""
"Female","23496"
"Male","21464"
"Tatma/Tatwa",""
"Female","23"
"Male","44"
"Teli",""
"Female","488"
"Male","997"
"Terai Others",""
"Female","201"
"Male","270"
"Thakali",""
"Female","145"
"Male","124"
"Thakuri",""
"Female","1775"
"Male","1573"
"Thami",""
"Female","18"
"Male","12"
"Tharu",""
"Female","33505"
"Male","29325"
"Undefined Others",""
"Female","98"
"Male","87"
"Yadav",""
"Female","277"
"Male","659"
"Yakkha",""
"Female","13"
"Male","20"
