"Population by Educational Attainment","Number"
"Beginners",""
"Female","5856"
"Male","6940"
"Graduate and Equivalent",""
"Female","4540"
"Male","7569"
"Intermediate and Equivalent",""
"Female","15296"
"Male","16980"
"Level not Stated",""
"Female","655"
"Male","687"
"Lower Secondary (Class 6-8)",""
"Female","45591"
"Male","42471"
"Non Formal Education",""
"Female","12135"
"Male","10834"
"Others",""
"Female","197"
"Male","203"
"Post Graduate Equivalent and Above",""
"Female","960"
"Male","3119"
"Primary Education (1-5 Class)",""
"Female","63938"
"Male","69128"
"Secondary Level (Class 9-10)",""
"Female","25414"
"Male","24893"
"SLC and Equivalent",""
"Female","23953"
"Male","26633"
