"Population by Single Year of Age","Number"
"0",""
"Female","212"
"Male","223"
"1",""
"Female","185"
"Male","229"
"10",""
"Female","316"
"Male","344"
"11",""
"Female","225"
"Male","234"
"12",""
"Female","320"
"Male","313"
"13",""
"Female","255"
"Male","210"
"14",""
"Female","249"
"Male","252"
"15",""
"Female","248"
"Male","236"
"16",""
"Female","270"
"Male","248"
"17",""
"Female","196"
"Male","157"
"18",""
"Female","252"
"Male","196"
"19",""
"Female","171"
"Male","93"
"2",""
"Female","262"
"Male","233"
"20",""
"Female","185"
"Male","112"
"21",""
"Female","147"
"Male","74"
"22",""
"Female","216"
"Male","81"
"23",""
"Female","149"
"Male","63"
"24",""
"Female","176"
"Male","90"
"25",""
"Female","207"
"Male","71"
"26",""
"Female","154"
"Male","85"
"27",""
"Female","124"
"Male","47"
"28",""
"Female","188"
"Male","122"
"29",""
"Female","61"
"Male","47"
"3",""
"Female","285"
"Male","244"
"30",""
"Female","260"
"Male","111"
"31",""
"Female","48"
"Male","45"
"32",""
"Female","117"
"Male","98"
"33",""
"Female","76"
"Male","58"
"34",""
"Female","71"
"Male","56"
"35",""
"Female","231"
"Male","134"
"36",""
"Female","105"
"Male","63"
"37",""
"Female","45"
"Male","47"
"38",""
"Female","106"
"Male","72"
"39",""
"Female","43"
"Male","23"
"4",""
"Female","301"
"Male","294"
"40",""
"Female","251"
"Male","137"
"41",""
"Female","33"
"Male","49"
"42",""
"Female","84"
"Male","61"
"43",""
"Female","48"
"Male","43"
"44",""
"Female","41"
"Male","35"
"45",""
"Female","184"
"Male","122"
"46",""
"Female","69"
"Male","52"
"47",""
"Female","49"
"Male","42"
"48",""
"Female","74"
"Male","86"
"49",""
"Female","36"
"Male","32"
"5",""
"Female","282"
"Male","313"
"50",""
"Female","204"
"Male","126"
"51",""
"Female","44"
"Male","40"
"52",""
"Female","66"
"Male","83"
"53",""
"Female","36"
"Male","37"
"54",""
"Female","36"
"Male","46"
"55",""
"Female","115"
"Male","104"
"56",""
"Female","38"
"Male","71"
"57",""
"Female","32"
"Male","36"
"58",""
"Female","78"
"Male","55"
"59",""
"Female","16"
"Male","31"
"6",""
"Female","300"
"Male","286"
"60",""
"Female","148"
"Male","119"
"61",""
"Female","36"
"Male","19"
"62",""
"Female","70"
"Male","44"
"63",""
"Female","28"
"Male","43"
"64",""
"Female","27"
"Male","29"
"65",""
"Female","152"
"Male","78"
"66",""
"Female","33"
"Male","34"
"67",""
"Female","15"
"Male","18"
"68",""
"Female","37"
"Male","53"
"69",""
"Female","16"
"Male","20"
"7",""
"Female","253"
"Male","248"
"70",""
"Female","107"
"Male","85"
"71",""
"Female","14"
"Male","17"
"72",""
"Female","36"
"Male","41"
"73",""
"Female","16"
"Male","20"
"74",""
"Female","4"
"Male","18"
"75",""
"Female","62"
"Male","50"
"76",""
"Female","10"
"Male","24"
"77",""
"Female","5"
"Male","16"
"78",""
"Female","15"
"Male","20"
"79",""
"Female","2"
"Male","8"
"8",""
"Female","324"
"Male","301"
"80",""
"Female","45"
"Male","22"
"81",""
"Female","2"
"Male","5"
"82",""
"Female","7"
"Male","4"
"83",""
"Female","0"
"Male","6"
"84",""
"Female","6"
"Male","4"
"85",""
"Female","39"
"Male","23"
"9",""
"Female","201"
"Male","223"
