"Population by Educational Attainment","Number"
"Beginners",""
"Female","218"
"Male","200"
"","418"
"Graduate and Equivalent",""
"Female","26"
"Male","122"
"","148"
"Intermediate and Equivalent",""
"Female","119"
"Male","265"
"","384"
"Level not Stated",""
"Female","10"
"Male","10"
"","20"
"Lower Secondary (Class 6-8)",""
"Female","1056"
"Male","1474"
"","2530"
"Non Formal Education",""
"Female","220"
"Male","192"
"","412"
"Others",""
"Female","3"
"Male","6"
"","9"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","36"
"","37"
"Primary Education (1-5 Class)",""
"Female","2201"
"Male","2307"
"","4508"
"Secondary Level (Class 9-10)",""
"Female","421"
"Male","749"
"","1170"
"SLC and Equivalent",""
"Female","211"
"Male","367"
"","578"
