"Population by Educational Attainment","Number"
"Beginners",""
"Female","91"
"Male","117"
"Graduate and Equivalent",""
"Female","23"
"Male","80"
"Intermediate and Equivalent",""
"Female","128"
"Male","176"
"Level not Stated",""
"Female","24"
"Male","22"
"Lower Secondary (Class 6-8)",""
"Female","1342"
"Male","1293"
"Non Formal Education",""
"Female","337"
"Male","258"
"Others",""
"Female","3"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","20"
"Primary Education (1-5 Class)",""
"Female","1978"
"Male","2177"
"Secondary Level (Class 9-10)",""
"Female","792"
"Male","740"
"SLC and Equivalent",""
"Female","739"
"Male","811"
