"Population by Single Year of Age","Number"
"0",""
"Female","139"
"Male","169"
"1",""
"Female","119"
"Male","144"
"10",""
"Female","225"
"Male","198"
"11",""
"Female","184"
"Male","222"
"12",""
"Female","232"
"Male","232"
"13",""
"Female","232"
"Male","223"
"14",""
"Female","217"
"Male","240"
"15",""
"Female","237"
"Male","219"
"16",""
"Female","216"
"Male","214"
"17",""
"Female","240"
"Male","221"
"18",""
"Female","230"
"Male","213"
"19",""
"Female","199"
"Male","163"
"2",""
"Female","150"
"Male","131"
"20",""
"Female","201"
"Male","141"
"21",""
"Female","155"
"Male","113"
"22",""
"Female","190"
"Male","104"
"23",""
"Female","156"
"Male","88"
"24",""
"Female","148"
"Male","75"
"25",""
"Female","165"
"Male","89"
"26",""
"Female","127"
"Male","76"
"27",""
"Female","143"
"Male","80"
"28",""
"Female","137"
"Male","90"
"29",""
"Female","86"
"Male","61"
"3",""
"Female","146"
"Male","138"
"30",""
"Female","179"
"Male","77"
"31",""
"Female","71"
"Male","59"
"32",""
"Female","122"
"Male","63"
"33",""
"Female","92"
"Male","64"
"34",""
"Female","82"
"Male","53"
"35",""
"Female","155"
"Male","88"
"36",""
"Female","103"
"Male","47"
"37",""
"Female","103"
"Male","56"
"38",""
"Female","107"
"Male","60"
"39",""
"Female","71"
"Male","48"
"4",""
"Female","148"
"Male","161"
"40",""
"Female","177"
"Male","108"
"41",""
"Female","77"
"Male","62"
"42",""
"Female","135"
"Male","90"
"43",""
"Female","79"
"Male","60"
"44",""
"Female","102"
"Male","75"
"45",""
"Female","98"
"Male","100"
"46",""
"Female","87"
"Male","60"
"47",""
"Female","91"
"Male","81"
"48",""
"Female","103"
"Male","83"
"49",""
"Female","73"
"Male","72"
"5",""
"Female","175"
"Male","203"
"50",""
"Female","145"
"Male","125"
"51",""
"Female","77"
"Male","68"
"52",""
"Female","82"
"Male","97"
"53",""
"Female","54"
"Male","64"
"54",""
"Female","59"
"Male","64"
"55",""
"Female","77"
"Male","73"
"56",""
"Female","77"
"Male","53"
"57",""
"Female","60"
"Male","73"
"58",""
"Female","70"
"Male","60"
"59",""
"Female","51"
"Male","59"
"6",""
"Female","155"
"Male","180"
"60",""
"Female","85"
"Male","66"
"61",""
"Female","47"
"Male","43"
"62",""
"Female","37"
"Male","49"
"63",""
"Female","53"
"Male","38"
"64",""
"Female","26"
"Male","39"
"65",""
"Female","65"
"Male","61"
"66",""
"Female","34"
"Male","30"
"67",""
"Female","50"
"Male","43"
"68",""
"Female","40"
"Male","39"
"69",""
"Female","24"
"Male","28"
"7",""
"Female","230"
"Male","201"
"70",""
"Female","62"
"Male","47"
"71",""
"Female","16"
"Male","23"
"72",""
"Female","30"
"Male","38"
"73",""
"Female","16"
"Male","30"
"74",""
"Female","23"
"Male","10"
"75",""
"Female","46"
"Male","32"
"76",""
"Female","10"
"Male","18"
"77",""
"Female","25"
"Male","17"
"78",""
"Female","19"
"Male","25"
"79",""
"Female","7"
"Male","8"
"8",""
"Female","172"
"Male","202"
"80",""
"Female","18"
"Male","20"
"81",""
"Female","11"
"Male","13"
"82",""
"Female","13"
"Male","4"
"83",""
"Female","9"
"Male","7"
"84",""
"Female","10"
"Male","9"
"85",""
"Female","61"
"Male","39"
"9",""
"Female","186"
"Male","170"
